 1989, 1, 1, 0, 0, -9.
 1989, 1, 2, 0, 0, -9.
 1989, 1, 3, 0, 0, -9.
 1989, 1, 4, 0, 0, -9.
 1989, 1, 5, 0, 0, -9.
 1989, 1, 6, 0, 0, -9.
 1989, 1, 7, 0, 0, -9.
 1989, 1, 8, 0, 0, -9.
 1989, 1, 9, 0, 0, -9.
 1989, 1, 10, 0, 0, -9.
 1989, 1, 11, 0, 0, -9.
 1989, 1, 12, 0, 0, -9.
 1989, 1, 13, 0, 0, -9.
 1989, 1, 14, 0, 0, -9.
 1989, 1, 15, 0, 0, -9.
 1989, 1, 16, 0, 0, -9.
 1989, 1, 17, 0, 0, -9.
 1989, 1, 18, 0, 0, -9.
 1989, 1, 19, 0, 0, -9.
 1989, 1, 20, 0, 0, -9.
 1989, 1, 21, 0, 0, -9.
 1989, 1, 22, 0, 0, -9.
 1989, 1, 23, 0, 0, -9.
 1989, 1, 24, 0, 0, -9.
 1989, 1, 25, 0, 0, -9.
 1989, 1, 26, 0, 0, -9.
 1989, 1, 27, 0, 0, -9.
 1989, 1, 28, 0, 0, -9.
 1989, 1, 29, 0, 0, -9.
 1989, 1, 30, 0, 0, -9.
 1989, 1, 31, 0, 0, -9.
 1989, 2, 1, 0, 0, -9.
 1989, 2, 2, 0, 0, -9.
 1989, 2, 3, 0, 0, -9.
 1989, 2, 4, 0, 0, -9.
 1989, 2, 5, 0, 0, -9.
 1989, 2, 6, 0, 0, -9.
 1989, 2, 7, 0, 0, -9.
 1989, 2, 8, 0, 0, -9.
 1989, 2, 9, 0, 0, -9.
 1989, 2, 10, 0, 0, -9.
 1989, 2, 11, 0, 0, -9.
 1989, 2, 12, 0, 0, -9.
 1989, 2, 13, 0, 0, -9.
 1989, 2, 14, 0, 0, -9.
 1989, 2, 15, 0, 0, -9.
 1989, 2, 16, 0, 0, -9.
 1989, 2, 17, 0, 0, -9.
 1989, 2, 18, 0, 0, -9.
 1989, 2, 19, 0, 0, -9.
