TABLE->,ICE-FLAG,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT2,SNOW-INIT2,SNOW-INIT2
A24025,1,39.53633713,648.98,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A24027,1,39.25090323,546.74,0.1,1.3,1.6,0.12,32,0.13,0.5,0.03,0.03,0.084,0,0,0.15,100,30,1.6,0,0.9
A24029,1,39.23513022,51.31,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A24031,1,39.13657915,443.74,0.1,1.3,1.68,0.12,32,0.13,0.5,0.03,0.03,0.186,0,0,0.15,100,30,1.68,0,0.9
A24033,1,38.82964837,134.45,0.1,1.3,1.15,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.15,0,0.9
A24035,1,39.03758187,52.54,0.1,1.3,1.08,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.08,0,0.9
A24037,1,38.21570335,67.21,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A24039,1,38.08017153,14.29,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A24041,1,38.74910347,33.94,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A24043,1,39.60369237,559.59,0.1,1.3,1.75,0.12,32,0.13,0.5,0.03,0.03,0.822,0,0,0.15,100,30,1.75,0,0.9
A24045,1,38.36955921,35.54,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A24047,1,38.21640935,26.55,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A24510,1,39.3009778,165.19,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A36003,1,42.25714282,1674.48,0.1,1.3,2.61,0.12,32,0.13,0.5,0.03,0.03,4.224,0,0,0.15,100,30,2.61,0,0.9
A36007,1,42.1599927,1210.43,0.1,1.3,2.27,0.12,32,0.13,0.5,0.03,0.03,2.742,0,0,0.15,100,30,2.27,0,0.9
A36015,1,42.14119967,1046.98,0.1,1.3,2.26,0.12,32,0.13,0.5,0.03,0.03,2.628,0,0,0.15,100,30,2.26,0,0.9
A36017,1,42.49305234,1262.18,0.1,1.3,2.32,0.12,32,0.13,0.5,0.03,0.03,2.946,0,0,0.15,100,30,2.32,0,0.9
A36023,1,42.59485998,1377.20,0.1,1.3,2.46,0.12,32,0.13,0.5,0.03,0.03,4.128,0,0,0.15,100,30,2.46,0,0.9
A36025,1,42.19805435,1609.18,0.1,1.3,3.63,0.12,32,0.13,0.5,0.03,0.03,5.166,0,0,0.15,100,30,3.63,0,0.9
A36043,1,43.41749787,1130.84,0.1,1.3,2.99,0.12,32,0.13,0.5,0.03,0.03,4.89,0,0,0.15,100,30,2.99,0,0.9
A36051,1,42.72783023,883.17,0.1,1.3,2.7,0.12,32,0.13,0.5,0.03,0.03,4.452,0,0,0.15,100,30,2.7,0,0.9
A36053,1,42.91274293,1188.54,0.1,1.3,2.73,0.12,32,0.13,0.5,0.03,0.03,4.638,0,0,0.15,100,30,2.73,0,0.9
A36065,1,43.2414881,935.26,0.1,1.3,2.99,0.12,32,0.13,0.5,0.03,0.03,4.866,0,0,0.15,100,30,2.99,0,0.9
A36067,1,43.00564109,905.01,0.1,1.3,3.1,0.12,32,0.13,0.5,0.03,0.03,4.92,0,0,0.15,100,30,3.1,0,0.9
A36069,1,42.85281042,810.06,0.1,1.3,2.7,0.12,32,0.13,0.5,0.03,0.03,4.47,0,0,0.15,100,30,2.7,0,0.9
A36077,1,42.63366354,1399.57,0.1,1.3,3.47,0.12,32,0.13,0.5,0.03,0.03,5.148,0,0,0.15,100,30,3.47,0,0.9
A36095,1,42.58808667,1114.61,0.1,1.3,3.47,0.12,32,0.13,0.5,0.03,0.03,5.112,0,0,0.15,100,30,3.47,0,0.9
A36097,1,42.39498061,1254.84,0.1,1.3,2.7,0.12,32,0.13,0.5,0.03,0.03,4.32,0,0,0.15,100,30,2.7,0,0.9
A36101,1,42.26753494,1580.48,0.1,1.3,2.7,0.12,32,0.13,0.5,0.03,0.03,4.302,0,0,0.15,100,30,2.7,0,0.9
A36107,1,42.1701684,1096.73,0.1,1.3,2.05,0.12,32,0.13,0.5,0.03,0.03,2.382,0,0,0.15,100,30,2.05,0,0.9
A36109,1,42.45191831,1178.72,0.1,1.3,2.31,0.12,32,0.13,0.5,0.03,0.03,2.91,0,0,0.15,100,30,2.31,0,0.9
A36123,1,42.6347822,985.38,0.1,1.3,2.7,0.12,32,0.13,0.5,0.03,0.03,4.434,0,0,0.15,100,30,2.7,0,0.9
A37001,1,36.0438799,726.90376,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37005,1,36.45358986,3231.59048,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37009,1,36.44363847,3392.0448,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37033,1,36.39331268,577.55552,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37067,1,36.13040098,854.27272,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37077,1,36.30378745,439.23136,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37081,1,36.07937454,877.21304,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37131,1,36.41780686,150.068528,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37135,1,36.06125158,690.13168,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37145,1,36.39005908,537.3296,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37157,1,36.39609502,714.86616,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37169,1,36.40181183,959.63944,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37171,1,36.41480682,1429.16488,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37181,1,36.36464773,382.21184,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37185,1,36.39652631,343.41928,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37189,1,36.23127708,3587.4344,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A42001,1,39.86026491,566.22,0.1,1.3,2.26,0.12,32,0.13,0.5,0.03,0.03,1.572,0,0,0.15,100,30,2.26,0,0.9
A42009,1,39.9959067,1289.61,0.1,1.3,2.46,0.12,32,0.13,0.5,0.03,0.03,3.084,0,0,0.15,100,30,2.46,0,0.9
A42011,1,40.41632603,498.29,0.1,1.3,1.74,0.12,32,0.13,0.5,0.03,0.03,1.2,0,0,0.15,100,30,1.74,0,0.9
A42013,1,40.48106996,1223.98,0.1,1.3,2.81,0.12,32,0.13,0.5,0.03,0.03,3.756,0,0,0.15,100,30,2.81,0,0.9
A42015,1,41.82111742,1186.12,0.1,1.3,1.94,0.12,32,0.13,0.5,0.03,0.03,2.214,0,0,0.15,100,30,1.94,0,0.9
A42021,1,40.49517872,1964.06,0.1,1.3,3.44,0.12,32,0.13,0.5,0.03,0.03,4.26,0,0,0.15,100,30,3.44,0,0.9
A42023,1,41.43666858,1460.25,0.1,1.3,3.27,0.12,32,0.13,0.5,0.03,0.03,4.47,0,0,0.15,100,30,3.27,0,0.9
A42025,1,40.91827525,947.24,0.1,1.3,3.29,0.12,32,0.13,0.5,0.03,0.03,4.206,0,0,0.15,100,30,3.29,0,0.9
A42027,1,40.87847946,1175.16,0.1,1.3,3.25,0.12,32,0.13,0.5,0.03,0.03,4.128,0,0,0.15,100,30,3.25,0,0.9
A42029,1,39.97306562,500.76,0.1,1.3,1.77,0.12,32,0.13,0.5,0.03,0.03,1.08,0,0,0.15,100,30,1.77,0,0.9
A42033,1,41.00008089,1635.28,0.1,1.3,2.46,0.12,32,0.13,0.5,0.03,0.03,3.534,0,0,0.15,100,30,2.46,0,0.9
A42035,1,41.29446455,1285.00,0.1,1.3,1.86,0.12,32,0.13,0.5,0.03,0.03,1.818,0,0,0.15,100,30,1.86,0,0.9
A42037,1,41.04841344,865.71,0.1,1.3,1.75,0.12,32,0.13,0.5,0.03,0.03,1.554,0,0,0.15,100,30,1.75,0,0.9
A42041,1,40.19522121,573.17,0.1,1.3,1.73,0.12,32,0.13,0.5,0.03,0.03,1.104,0,0,0.15,100,30,1.73,0,0.9
A42043,1,40.49474562,627.00,0.1,1.3,2.06,0.12,32,0.13,0.5,0.03,0.03,1.686,0,0,0.15,100,30,2.06,0,0.9
A42047,1,41.42522258,1840.05,0.1,1.3,3.01,0.12,32,0.13,0.5,0.03,0.03,4.302,0,0,0.15,100,30,3.01,0,0.9
A42055,1,39.88798673,644.28,0.1,1.3,2.77,0.12,32,0.13,0.5,0.03,0.03,3.342,0,0,0.15,100,30,2.77,0,0.9
A42057,1,39.92528409,933.55,0.1,1.3,2.39,0.12,32,0.13,0.5,0.03,0.03,2.892,0,0,0.15,100,30,2.39,0,0.9
A42061,1,40.41655524,977.54,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A42063,1,40.65184732,1473.09,0.1,1.3,3.33,0.12,32,0.13,0.5,0.03,0.03,4.152,0,0,0.15,100,30,3.33,0,0.9
A42065,1,41.12795025,1617.75,0.1,1.3,3.33,0.12,32,0.13,0.5,0.03,0.03,4.392,0,0,0.15,100,30,3.33,0,0.9
A42067,1,40.53111859,648.01,0.1,1.3,2.19,0.12,32,0.13,0.5,0.03,0.03,1.872,0,0,0.15,100,30,2.19,0,0.9
A42069,1,41.4368269,1326.52,0.1,1.3,2.22,0.12,32,0.13,0.5,0.03,0.03,2.34,0,0,0.15,100,30,2.22,0,0.9
A42071,1,40.04221616,409.26,0.1,1.3,1.66,0.12,32,0.13,0.5,0.03,0.03,0.858,0,0,0.15,100,30,1.66,0,0.9
A42075,1,40.36716668,518.61,0.1,1.3,1.63,0.12,32,0.13,0.5,0.03,0.03,0.858,0,0,0.15,100,30,1.63,0,0.9
A42079,1,41.15887479,971.38,0.1,1.3,1.7,0.12,32,0.13,0.5,0.03,0.03,1.518,0,0,0.15,100,30,1.7,0,0.9
A42081,1,41.43265863,1491.79,0.1,1.3,3.35,0.12,32,0.13,0.5,0.03,0.03,4.62,0,0,0.15,100,30,3.35,0,0.9
A42083,1,41.80774371,1745.46,0.1,1.3,3.32,0.12,32,0.13,0.5,0.03,0.03,4.68,0,0,0.15,100,30,3.32,0,0.9
A42087,1,40.61081561,792.22,0.1,1.3,2.58,0.12,32,0.13,0.5,0.03,0.03,3.492,0,0,0.15,100,30,2.58,0,0.9
A42093,1,41.02790765,661.97,0.1,1.3,1.68,0.12,32,0.13,0.5,0.03,0.03,1.332,0,0,0.15,100,30,1.68,0,0.9
A42097,1,40.85179544,681.41,0.1,1.3,2.62,0.12,32,0.13,0.5,0.03,0.03,3.624,0,0,0.15,100,30,2.62,0,0.9
A42099,1,40.39843883,650.91,0.1,1.3,2.26,0.12,32,0.13,0.5,0.03,0.03,1.878,0,0,0.15,100,30,2.26,0,0.9
A42105,1,41.74471802,2066.27,0.1,1.3,3.49,0.12,32,0.13,0.5,0.03,0.03,4.938,0,0,0.15,100,30,3.49,0,0.9
A42107,1,40.70581439,843.20,0.1,1.3,1.88,0.12,32,0.13,0.5,0.03,0.03,1.596,0,0,0.15,100,30,1.88,0,0.9
A42109,1,40.7699804,677.22,0.1,1.3,1.98,0.12,32,0.13,0.5,0.03,0.03,1.704,0,0,0.15,100,30,1.98,0,0.9
A42111,1,39.97225846,2209.15,0.1,1.3,4.07,0.12,32,0.13,0.5,0.03,0.03,4.452,0,0,0.15,100,30,4.07,0,0.9
A42113,1,41.4459692,1518.12,0.1,1.3,3.77,0.12,32,0.13,0.5,0.03,0.03,5.076,0,0,0.15,100,30,3.77,0,0.9
A42115,1,41.82136072,1336.27,0.1,1.3,2.27,0.12,32,0.13,0.5,0.03,0.03,2.706,0,0,0.15,100,30,2.27,0,0.9
A42117,1,41.77194846,1609.30,0.1,1.3,2.76,0.12,32,0.13,0.5,0.03,0.03,4.32,0,0,0.15,100,30,2.76,0,0.9
A42119,1,40.96172618,704.04,0.1,1.3,3.36,0.12,32,0.13,0.5,0.03,0.03,4.392,0,0,0.15,100,30,3.36,0,0.9
A42127,1,41.6482631,1440.36,0.1,1.3,2.27,0.12,32,0.13,0.5,0.03,0.03,2.61,0,0,0.15,100,30,2.27,0,0.9
A42131,1,41.54211646,914.72,0.1,1.3,1.76,0.12,32,0.13,0.5,0.03,0.03,1.836,0,0,0.15,100,30,1.76,0,0.9
A42133,1,39.91982173,658.92,0.1,1.3,2.26,0.12,32,0.13,0.5,0.03,0.03,1.668,0,0,0.15,100,30,2.26,0,0.9
A47091,1,36.45487459,3120.13608,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A47163,1,36.51304955,2972.61808,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51001,1,37.7649499,25.45,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51003,1,38.00290272,541.59,0.1,1.3,1.43,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.43,0,0.9
A51005,1,37.78736826,1784.36,0.1,1.3,4.04,0.12,32,0.13,0.5,0.03,0.03,2.268,0,0,0.15,100,30,4.04,0,0.9
A51007,1,37.33596773,324.31,0.1,1.3,1.57,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.57,0,0.9
A51009,1,37.57203835,761.32,0.1,1.3,1.92,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.92,0,0.9
A51011,1,37.37221231,691.32,0.1,1.3,1.87,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.87,0,0.9
A51013,1,38.87867814,124.68,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51015,1,38.0547664,1422.15,0.1,1.3,3.48,0.12,32,0.13,0.5,0.03,0.03,2.196,0,0,0.15,100,30,3.48,0,0.9
A51017,1,38.0905299,2132.73,0.1,1.3,4.68,0.12,32,0.13,0.5,0.03,0.03,2.814,0,0,0.15,100,30,4.68,0,0.9
A51019,1,37.43082078,1198.22,0.1,1.3,2.7,0.12,32,0.13,0.5,0.03,0.03,0.63,0,0,0.15,100,30,2.7,0,0.9
A51021,1,37.13397283,2474.94,0.1,1.3,4.25,0.12,32,0.13,0.5,0.03,0.03,1.218,0,0,0.15,100,30,4.25,0,0.9
A51023,1,37.56616907,1174.89,0.1,1.3,2.18,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.18,0,0.9
A51025,1,36.76464062,328.03,0.1,1.3,1.68,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.68,0,0.9
A51027,1,37.2665169,1904.38768,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51029,1,37.57215843,471.11,0.1,1.3,1.89,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.89,0,0.9
A51031,1,37.2055934,683.32,0.1,1.3,1.72,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.72,0,0.9
A51033,1,38.02711124,151.05,0.1,1.3,1.12,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.12,0,0.9
A51035,1,36.74225728,2542.50184,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51036,1,37.35414867,64.90,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51037,1,37.01146021,511.53,0.1,1.3,1.63,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.63,0,0.9
A51041,1,37.37850302,176.53,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51043,1,39.11213987,576.53,0.1,1.3,1.6,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.6,0,0.9
A51045,1,37.48150549,2053.04,0.1,1.3,4.34,0.12,32,0.13,0.5,0.03,0.03,1.896,0,0,0.15,100,30,4.34,0,0.9
A51047,1,38.4860175,365.42,0.1,1.3,1.36,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.36,0,0.9
A51049,1,37.51190424,370.85,0.1,1.3,1.77,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.77,0,0.9
A51051,1,37.12544034,1942.2028,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51053,1,37.07583845,230.97,0.1,1.3,1.38,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.38,0,0.9
A51057,1,37.93894658,87.72,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51059,1,38.83461365,253.99,0.1,1.3,1.24,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.24,0,0.9
A51061,1,38.72523821,433.05,0.1,1.3,2.32,0.12,32,0.13,0.5,0.03,0.03,0.726,0,0,0.15,100,30,2.32,0,0.9
A51063,1,36.93157608,2585.21,0.1,1.3,4.61,0.12,32,0.13,0.5,0.03,0.03,1.032,0,0,0.15,100,30,4.61,0,0.9
A51065,1,37.84181973,369.47,0.1,1.3,1.43,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.43,0,0.9
A51067,1,36.98074562,1094.63,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51069,1,39.20442964,792.19,0.1,1.3,2.48,0.12,32,0.13,0.5,0.03,0.03,2.514,0,0,0.15,100,30,2.48,0,0.9
A51071,1,37.36837296,2150.17,0.1,1.3,3.34,0.12,32,0.13,0.5,0.03,0.03,1.062,0,0,0.15,100,30,3.34,0,0.9
A51073,1,37.40113672,54.24,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51075,1,37.72197667,275.45,0.1,1.3,1.2,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.2,0,0.9
A51077,1,36.64702276,2626.99136,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51079,1,38.2637209,592.32,0.1,1.3,2.22,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.22,0,0.9
A51081,1,36.67577225,157.32,0.1,1.3,1.27,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.27,0,0.9
A51083,1,36.76722095,495.54,0.1,1.3,1.51,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.51,0,0.9
A51085,1,37.76010464,182.26,0.1,1.3,1.66,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.66,0,0.9
A51087,1,37.53366081,103.54,0.1,1.3,1.23,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.23,0,0.9
A51089,1,36.72720249,927.62,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51091,1,38.39147032,2787.47,0.1,1.3,4.68,0.12,32,0.13,0.5,0.03,0.03,3.156,0,0,0.15,100,30,4.68,0,0.9
A51093,1,36.90666126,67.35,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51095,1,37.31312358,79.37,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51097,1,37.71853688,116.76,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51099,1,38.2737118,72.72,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51101,1,37.70657701,93.91,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51103,1,37.70168408,63.43,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51105,1,36.68002362,1667.41752,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51107,1,39.09062225,455.70,0.1,1.3,1.53,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.53,0,0.9
A51109,1,37.9781994,371.63,0.1,1.3,1.66,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.66,0,0.9
A51111,1,36.94620003,455.02,0.1,1.3,1.41,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.41,0,0.9
A51113,1,38.3773673,494.84,0.1,1.3,4.47,0.12,32,0.13,0.5,0.03,0.03,3.042,0,0,0.15,100,30,4.47,0,0.9
A51115,1,37.41728001,15.79,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51117,1,36.68039848,392.70,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51119,1,37.62274977,65.41,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51121,1,37.17427912,2027.16,0.1,1.3,2.86,0.12,32,0.13,0.5,0.03,0.03,0.348,0,0,0.15,100,30,2.86,0,0.9
A51125,1,37.75707865,651.30,0.1,1.3,1.78,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.78,0,0.9
A51127,1,37.50515612,72.32,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51131,1,37.30047023,23.52,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51133,1,37.85458673,66.44,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51135,1,37.14304732,421.69,0.1,1.3,1.68,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.68,0,0.9
A51137,1,38.2463165,401.27,0.1,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51139,1,38.64022996,916.89,0.1,1.3,2,0.12,32,0.13,0.5,0.03,0.03,0.09,0,0,0.15,100,30,2,0,0.9
A51141,1,36.66470154,1217.10,0.1,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51143,1,36.82110866,734.86,0.1,1.3,1.72,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.72,0,0.9
A51145,1,37.55016791,281.29,0.1,1.3,1.2,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.2,0,0.9
